id,Unnamed: 1,_id,location,createdAt,updatedAt,__v,crime_id,crime_occurred_indoors_or_outdoors,day_of_week,event_proximity,date,time,case_status,crime_type
,,67f3693656b1e991bd6b1548,67f3652456b1e991bd6b0ebe,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,361,Indoors,Thursday,Near Market,2023-12-21 00:00:00,11:40,Open,67f3650356b1e991bd6b0b37
,,67f3693656b1e991bd6b1549,67f3652456b1e991bd6b0ebf,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,365,Outdoors,Friday,Near School,2022-06-17 00:00:00,14:57,Under Investigation,67f3650356b1e991bd6b0b38
,,67f3693656b1e991bd6b154a,67f3652456b1e991bd6b0ec0,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,366,Indoors,Sunday,Residential Area,2020-12-06 00:00:00,13:37,Under Investigation,67f3650356b1e991bd6b0b39
,,67f3693656b1e991bd6b154b,67f3652456b1e991bd6b0ec1,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,369,Indoors,Thursday,Residential Area,2025-05-22 00:00:00,3:55,Under Investigation,67f3650356b1e991bd6b0b3a
,,67f3693656b1e991bd6b154c,67f3652456b1e991bd6b0ec2,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,370,Indoors,Friday,Near Market,2020-06-26 00:00:00,1:28,Closed,67f3650356b1e991bd6b0b3b
,,67f3693656b1e991bd6b154d,67f3652456b1e991bd6b0ec3,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,371,Indoors,Monday,Near Market,2024-03-11 00:00:00,20:18,Open,67f3650356b1e991bd6b0b3c
,,67f3693656b1e991bd6b154e,67f3652456b1e991bd6b0ec4,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,372,Outdoors,Saturday,Near School,2024-12-07 00:00:00,7:22,Under Investigation,67f3650356b1e991bd6b0b3d
,,67f3693656b1e991bd6b154f,67f3652456b1e991bd6b0ec5,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,373,Outdoors,Saturday,Near Market,2024-03-02 00:00:00,4:42,Closed,67f3650356b1e991bd6b0b3e
,,67f3693656b1e991bd6b1550,67f3652456b1e991bd6b0ec6,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,375,Outdoors,Tuesday,Near School,2023-01-31 00:00:00,22:14,Closed,67f3650356b1e991bd6b0b3f
,,67f3693656b1e991bd6b1551,67f3652456b1e991bd6b0ec7,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,377,Outdoors,Tuesday,Near School,2021-11-23 00:00:00,21:01,Open,67f3650356b1e991bd6b0b40
,,67f3693656b1e991bd6b1552,67f3652456b1e991bd6b0ec8,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,378,Outdoors,Sunday,Near Market,2023-01-08 00:00:00,9:17,Under Investigation,67f3650356b1e991bd6b0b41
,,67f3693656b1e991bd6b1553,67f3652456b1e991bd6b0ec9,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,379,Outdoors,Tuesday,Near Market,2022-03-08 00:00:00,6:28,Under Investigation,67f3650356b1e991bd6b0b42
,,67f3693656b1e991bd6b1554,67f3652456b1e991bd6b0eca,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,381,Indoors,Sunday,Residential Area,2022-12-11 00:00:00,18:44,Open,67f3650356b1e991bd6b0b43
,,67f3693656b1e991bd6b1555,67f3652456b1e991bd6b0ecb,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,382,Indoors,Friday,Near School,2023-08-11 00:00:00,2:36,Under Investigation,67f3650356b1e991bd6b0b44
,,67f3693656b1e991bd6b1556,67f3652456b1e991bd6b0ecc,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,383,Outdoors,Thursday,Isolated Area,2025-03-27 00:00:00,21:41,Closed,67f3650356b1e991bd6b0b45
,,67f3693656b1e991bd6b1557,67f3652456b1e991bd6b0ecd,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,384,Outdoors,Friday,Near School,2020-10-16 00:00:00,4:59,Closed,67f3650356b1e991bd6b0b46
,,67f3693656b1e991bd6b1558,67f3652456b1e991bd6b0ece,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,385,Indoors,Thursday,Isolated Area,2025-12-25 00:00:00,23:36,Under Investigation,67f3650356b1e991bd6b0b47
,,67f3693656b1e991bd6b1559,67f3652456b1e991bd6b0ecf,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,390,Outdoors,Thursday,Isolated Area,2023-09-28 00:00:00,5:26,Closed,67f3650356b1e991bd6b0b48
,,67f3693656b1e991bd6b155a,67f3652456b1e991bd6b0ed0,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,392,Outdoors,Sunday,Near Market,2022-08-21 00:00:00,19:34,Under Investigation,67f3650356b1e991bd6b0b49
,,67f3693656b1e991bd6b155b,67f3652456b1e991bd6b0ed1,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,393,Indoors,Thursday,Residential Area,2024-02-29 00:00:00,12:25,Open,67f3650356b1e991bd6b0b4a
,,67f3693656b1e991bd6b155c,67f3652456b1e991bd6b0ed2,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,395,Indoors,Sunday,Isolated Area,2022-04-03 00:00:00,0:24,Under Investigation,67f3650356b1e991bd6b0b4b
,,67f3693656b1e991bd6b155d,67f3652456b1e991bd6b0ed3,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,396,Outdoors,Friday,Isolated Area,2025-10-03 00:00:00,2:55,Under Investigation,67f3650356b1e991bd6b0b4c
,,67f3693656b1e991bd6b155e,67f3652456b1e991bd6b0ed4,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,397,Indoors,Sunday,Residential Area,2020-11-15 00:00:00,18:41,Open,67f3650356b1e991bd6b0b4d
,,67f3693656b1e991bd6b155f,67f3652456b1e991bd6b0ed5,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,399,Outdoors,Monday,Isolated Area,2020-08-24 00:00:00,0:38,Open,67f3650356b1e991bd6b0b4e
,,67f3693656b1e991bd6b1560,67f3652456b1e991bd6b0ed6,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,401,Indoors,Tuesday,Near Market,2025-06-24 00:00:00,18:12,Under Investigation,67f3650356b1e991bd6b0b4f
,,67f3693656b1e991bd6b1561,67f3652456b1e991bd6b0ed7,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,402,Indoors,Sunday,Residential Area,2025-11-02 00:00:00,15:01,Open,67f3650356b1e991bd6b0b50
,,67f3693656b1e991bd6b1562,67f3652456b1e991bd6b0ed8,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,404,Indoors,Friday,Residential Area,2023-12-22 00:00:00,5:09,Open,67f3650356b1e991bd6b0b51
,,67f3693656b1e991bd6b1563,67f3652456b1e991bd6b0ed9,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,406,Outdoors,Wednesday,Isolated Area,2024-06-26 00:00:00,15:12,Open,67f3650356b1e991bd6b0b52
,,67f3693656b1e991bd6b1564,67f3652456b1e991bd6b0eda,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,409,Outdoors,Thursday,Isolated Area,2020-12-03 00:00:00,21:36,Open,67f3650356b1e991bd6b0b53
,,67f3693656b1e991bd6b1565,67f3652456b1e991bd6b0edb,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,410,Outdoors,Friday,Isolated Area,2023-09-01 00:00:00,3:37,Open,67f3650356b1e991bd6b0b54
,,67f3693656b1e991bd6b1566,67f3652456b1e991bd6b0edc,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,411,Indoors,Sunday,Near School,2024-05-05 00:00:00,21:48,Under Investigation,67f3650356b1e991bd6b0b55
,,67f3693656b1e991bd6b1567,67f3652456b1e991bd6b0edd,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,413,Indoors,Thursday,Near Market,2025-11-20 00:00:00,14:36,Open,67f3650356b1e991bd6b0b56
,,67f3693656b1e991bd6b1568,67f3652456b1e991bd6b0ede,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,415,Indoors,Monday,Near School,2020-08-03 00:00:00,19:27,Closed,67f3650356b1e991bd6b0b57
,,67f3693656b1e991bd6b1569,67f3652456b1e991bd6b0edf,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,416,Outdoors,Sunday,Near School,2023-04-16 00:00:00,3:27,Closed,67f3650356b1e991bd6b0b58
,,67f3693656b1e991bd6b156a,67f3652456b1e991bd6b0ee0,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,417,Outdoors,Wednesday,Isolated Area,2025-10-08 00:00:00,16:26,Under Investigation,67f3650356b1e991bd6b0b59
,,67f3693656b1e991bd6b156b,67f3652456b1e991bd6b0ee1,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,418,Indoors,Saturday,Isolated Area,2025-11-01 00:00:00,22:57,Closed,67f3650356b1e991bd6b0b5a
,,67f3693656b1e991bd6b156c,67f3652456b1e991bd6b0ee2,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,419,Outdoors,Tuesday,Isolated Area,2022-09-13 00:00:00,23:24,Closed,67f3650356b1e991bd6b0b5b
,,67f3693656b1e991bd6b156d,67f3652456b1e991bd6b0ee3,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,420,Outdoors,Wednesday,Isolated Area,2020-10-21 00:00:00,10:17,Under Investigation,67f3650356b1e991bd6b0b5c
,,67f3693656b1e991bd6b156e,67f3652456b1e991bd6b0ee4,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,421,Indoors,Monday,Isolated Area,2024-04-15 00:00:00,15:26,Closed,67f3650356b1e991bd6b0b5d
,,67f3693656b1e991bd6b156f,67f3652456b1e991bd6b0ee5,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,422,Outdoors,Sunday,Residential Area,2020-04-12 00:00:00,9:28,Closed,67f3650356b1e991bd6b0b5e
,,67f3693656b1e991bd6b1570,67f3652456b1e991bd6b0ee6,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,423,Outdoors,Sunday,Residential Area,2024-08-11 00:00:00,8:00,Open,67f3650356b1e991bd6b0b5f
,,67f3693656b1e991bd6b1571,67f3652456b1e991bd6b0ee7,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,424,Indoors,Tuesday,Isolated Area,2025-05-06 00:00:00,21:36,Closed,67f3650356b1e991bd6b0b60
,,67f3693656b1e991bd6b1572,67f3652456b1e991bd6b0ee8,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,426,Outdoors,Sunday,Isolated Area,2023-05-07 00:00:00,22:43,Open,67f3650356b1e991bd6b0b61
,,67f3693656b1e991bd6b1573,67f3652456b1e991bd6b0ee9,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,427,Outdoors,Sunday,Residential Area,2021-10-03 00:00:00,2:59,Closed,67f3650356b1e991bd6b0b62
,,67f3693656b1e991bd6b1574,67f3652456b1e991bd6b0eea,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,429,Indoors,Wednesday,Residential Area,2021-03-03 00:00:00,22:27,Closed,67f3650356b1e991bd6b0b63
,,67f3693656b1e991bd6b1575,67f3652456b1e991bd6b0eeb,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,433,Outdoors,Friday,Isolated Area,2023-05-12 00:00:00,4:39,Closed,67f3650356b1e991bd6b0b64
,,67f3693656b1e991bd6b1576,67f3652456b1e991bd6b0eec,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,435,Indoors,Saturday,Residential Area,2024-05-18 00:00:00,5:31,Closed,67f3650356b1e991bd6b0b65
,,67f3693656b1e991bd6b1577,67f3652456b1e991bd6b0eed,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,436,Outdoors,Monday,Near School,2023-08-28 00:00:00,22:39,Open,67f3650356b1e991bd6b0b66
,,67f3693656b1e991bd6b1578,67f3652456b1e991bd6b0eee,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,437,Indoors,Wednesday,Residential Area,2023-06-28 00:00:00,9:44,Open,67f3650356b1e991bd6b0b67
,,67f3693656b1e991bd6b1579,67f3652456b1e991bd6b0eef,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,439,Indoors,Friday,Near School,2021-04-02 00:00:00,12:14,Open,67f3650356b1e991bd6b0b68
,,67f3693656b1e991bd6b157a,67f3652456b1e991bd6b0ef0,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,440,Outdoors,Monday,Near Market,2024-10-21 00:00:00,12:37,Open,67f3650356b1e991bd6b0b69
,,67f3693656b1e991bd6b157b,67f3652456b1e991bd6b0ef1,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,441,Outdoors,Thursday,Residential Area,2022-10-13 00:00:00,14:54,Closed,67f3650356b1e991bd6b0b6a
,,67f3693656b1e991bd6b157c,67f3652456b1e991bd6b0ef2,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,442,Outdoors,Friday,Near School,2025-09-12 00:00:00,23:48,Open,67f3650356b1e991bd6b0b6b
,,67f3693656b1e991bd6b157d,67f3652456b1e991bd6b0ef3,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,443,Indoors,Friday,Near Market,2020-01-31 00:00:00,19:40,Under Investigation,67f3650356b1e991bd6b0b6c
,,67f3693656b1e991bd6b157e,67f3652456b1e991bd6b0ef4,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,444,Indoors,Saturday,Residential Area,2021-10-23 00:00:00,7:51,Open,67f3650356b1e991bd6b0b6d
,,67f3693656b1e991bd6b157f,67f3652456b1e991bd6b0ef5,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,445,Indoors,Wednesday,Residential Area,2021-05-05 00:00:00,7:36,Open,67f3650356b1e991bd6b0b6e
,,67f3693656b1e991bd6b1580,67f3652456b1e991bd6b0ef6,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,446,Indoors,Thursday,Near School,2023-03-02 00:00:00,4:57,Under Investigation,67f3650356b1e991bd6b0b6f
,,67f3693656b1e991bd6b1581,67f3652456b1e991bd6b0ef7,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,447,Outdoors,Sunday,Near Market,2025-02-23 00:00:00,0:38,Closed,67f3650356b1e991bd6b0b70
,,67f3693656b1e991bd6b1582,67f3652456b1e991bd6b0ef8,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,448,Indoors,Thursday,Near Market,2025-07-31 00:00:00,17:28,Closed,67f3650356b1e991bd6b0b71
,,67f3693656b1e991bd6b1583,67f3652456b1e991bd6b0ef9,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,449,Outdoors,Monday,Residential Area,2023-01-30 00:00:00,6:45,Closed,67f3650356b1e991bd6b0b72
,,67f3693656b1e991bd6b1584,67f3652456b1e991bd6b0efa,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,451,Indoors,Monday,Isolated Area,2020-12-28 00:00:00,13:47,Closed,67f3650356b1e991bd6b0b73
,,67f3693656b1e991bd6b1585,67f3652456b1e991bd6b0efb,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,452,Outdoors,Tuesday,Residential Area,2020-01-28 00:00:00,7:47,Under Investigation,67f3650356b1e991bd6b0b74
,,67f3693656b1e991bd6b1586,67f3652456b1e991bd6b0efc,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,454,Outdoors,Sunday,Residential Area,2020-11-08 00:00:00,2:07,Closed,67f3650356b1e991bd6b0b75
,,67f3693656b1e991bd6b1587,67f3652456b1e991bd6b0efd,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,455,Outdoors,Saturday,Isolated Area,2024-12-21 00:00:00,0:56,Closed,67f3650356b1e991bd6b0b76
,,67f3693656b1e991bd6b1588,67f3652456b1e991bd6b0efe,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,456,Indoors,Tuesday,Residential Area,2021-05-04 00:00:00,1:25,Closed,67f3650356b1e991bd6b0b77
,,67f3693656b1e991bd6b1589,67f3652456b1e991bd6b0eff,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,457,Indoors,Thursday,Isolated Area,2020-07-16 00:00:00,19:53,Under Investigation,67f3650356b1e991bd6b0b78
,,67f3693656b1e991bd6b158a,67f3652456b1e991bd6b0f00,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,459,Indoors,Sunday,Isolated Area,2020-04-12 00:00:00,5:58,Closed,67f3650356b1e991bd6b0b79
,,67f3693656b1e991bd6b158b,67f3652456b1e991bd6b0f01,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,460,Indoors,Thursday,Residential Area,2021-08-26 00:00:00,11:22,Under Investigation,67f3650356b1e991bd6b0b7a
,,67f3693656b1e991bd6b158c,67f3652456b1e991bd6b0f02,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,463,Outdoors,Wednesday,Isolated Area,2020-02-05 00:00:00,6:40,Closed,67f3650356b1e991bd6b0b7b
,,67f3693656b1e991bd6b158d,67f3652456b1e991bd6b0f03,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,464,Outdoors,Friday,Isolated Area,2022-09-30 00:00:00,8:52,Open,67f3650356b1e991bd6b0b7c
,,67f3693656b1e991bd6b158e,67f3652456b1e991bd6b0f04,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,465,Outdoors,Saturday,Residential Area,2025-03-08 00:00:00,5:37,Open,67f3650356b1e991bd6b0b7d
,,67f3693656b1e991bd6b158f,67f3652456b1e991bd6b0f05,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,467,Indoors,Saturday,Isolated Area,2025-11-22 00:00:00,20:30,Under Investigation,67f3650356b1e991bd6b0b7e
,,67f3693656b1e991bd6b1590,67f3652456b1e991bd6b0f06,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,468,Indoors,Thursday,Near School,2020-01-02 00:00:00,1:29,Under Investigation,67f3650356b1e991bd6b0b7f
,,67f3693656b1e991bd6b1591,67f3652456b1e991bd6b0f07,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,469,Indoors,Thursday,Residential Area,2021-11-04 00:00:00,18:55,Closed,67f3650356b1e991bd6b0b80
,,67f3693656b1e991bd6b1592,67f3652456b1e991bd6b0f08,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,471,Outdoors,Sunday,Isolated Area,2021-02-28 00:00:00,13:18,Under Investigation,67f3650356b1e991bd6b0b81
,,67f3693656b1e991bd6b1593,67f3652456b1e991bd6b0f09,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,472,Indoors,Wednesday,Isolated Area,2022-08-31 00:00:00,8:17,Under Investigation,67f3650356b1e991bd6b0b82
,,67f3693656b1e991bd6b1594,67f3652456b1e991bd6b0f0a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,473,Indoors,Wednesday,Isolated Area,2023-10-11 00:00:00,3:11,Closed,67f3650356b1e991bd6b0b83
,,67f3693656b1e991bd6b1595,67f3652456b1e991bd6b0f0b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,474,Indoors,Friday,Isolated Area,2021-03-12 00:00:00,6:05,Open,67f3650356b1e991bd6b0b84
,,67f3693656b1e991bd6b1596,67f3652456b1e991bd6b0f0c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,475,Indoors,Thursday,Near Market,2024-07-11 00:00:00,23:30,Closed,67f3650356b1e991bd6b0b85
,,67f3693656b1e991bd6b1597,67f3652456b1e991bd6b0f0d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,476,Indoors,Monday,Isolated Area,2021-02-08 00:00:00,17:42,Under Investigation,67f3650356b1e991bd6b0b86
,,67f3693656b1e991bd6b1598,67f3652456b1e991bd6b0f0e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,478,Outdoors,Tuesday,Isolated Area,2020-12-29 00:00:00,6:25,Open,67f3650356b1e991bd6b0b87
,,67f3693656b1e991bd6b1599,67f3652456b1e991bd6b0f0f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,480,Indoors,Saturday,Isolated Area,2022-12-17 00:00:00,12:35,Closed,67f3650356b1e991bd6b0b88
,,67f3693656b1e991bd6b159a,67f3652456b1e991bd6b0f10,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,481,Indoors,Saturday,Isolated Area,2021-02-06 00:00:00,20:19,Closed,67f3650356b1e991bd6b0b89
,,67f3693656b1e991bd6b159b,67f3652456b1e991bd6b0f11,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,483,Indoors,Tuesday,Near Market,2025-09-02 00:00:00,17:23,Closed,67f3650356b1e991bd6b0b8a
,,67f3693656b1e991bd6b159c,67f3652456b1e991bd6b0f12,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,484,Indoors,Saturday,Residential Area,2022-06-18 00:00:00,23:36,Open,67f3650356b1e991bd6b0b8b
,,67f3693656b1e991bd6b159d,67f3652456b1e991bd6b0f13,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,485,Indoors,Friday,Residential Area,2024-02-23 00:00:00,22:08,Open,67f3650356b1e991bd6b0b8c
,,67f3693656b1e991bd6b159e,67f3652456b1e991bd6b0f14,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,487,Outdoors,Monday,Isolated Area,2021-11-22 00:00:00,19:34,Closed,67f3650356b1e991bd6b0b8d
,,67f3693656b1e991bd6b159f,67f3652456b1e991bd6b0f15,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,489,Outdoors,Thursday,Isolated Area,2024-12-12 00:00:00,4:34,Under Investigation,67f3650356b1e991bd6b0b8e
,,67f3693656b1e991bd6b15a0,67f3652456b1e991bd6b0f16,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,490,Indoors,Sunday,Near Market,2024-11-10 00:00:00,22:00,Open,67f3650356b1e991bd6b0b8f
,,67f3693656b1e991bd6b15a1,67f3652456b1e991bd6b0f17,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,491,Outdoors,Sunday,Near Market,2023-02-19 00:00:00,14:50,Closed,67f3650356b1e991bd6b0b90
,,67f3693656b1e991bd6b15a2,67f3652456b1e991bd6b0f18,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,494,Indoors,Saturday,Isolated Area,2021-03-13 00:00:00,14:36,Closed,67f3650356b1e991bd6b0b91
,,67f3693656b1e991bd6b15a3,67f3652456b1e991bd6b0f19,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,495,Indoors,Friday,Isolated Area,2025-01-10 00:00:00,0:06,Under Investigation,67f3650356b1e991bd6b0b92
,,67f3693656b1e991bd6b15a4,67f3652456b1e991bd6b0f1a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,496,Indoors,Thursday,Near Market,2023-06-29 00:00:00,17:08,Under Investigation,67f3650356b1e991bd6b0b93
,,67f3693656b1e991bd6b15a5,67f3652456b1e991bd6b0f1b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,497,Indoors,Friday,Near Market,2023-12-08 00:00:00,21:58,Closed,67f3650356b1e991bd6b0b94
,,67f3693656b1e991bd6b15a6,67f3652456b1e991bd6b0f1c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,499,Indoors,Saturday,Near Market,2023-05-27 00:00:00,16:25,Open,67f3650356b1e991bd6b0b95
,,67f3693656b1e991bd6b15a7,67f3652456b1e991bd6b0f1d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,501,Outdoors,Tuesday,Near School,2022-11-08 00:00:00,15:56,Under Investigation,67f3650356b1e991bd6b0b96
,,67f3693656b1e991bd6b15a8,67f3652456b1e991bd6b0f1e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,502,Indoors,Monday,Residential Area,2022-09-19 00:00:00,19:46,Open,67f3650356b1e991bd6b0b97
,,67f3693656b1e991bd6b15a9,67f3652456b1e991bd6b0f1f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,504,Indoors,Thursday,Near School,2020-02-13 00:00:00,14:48,Under Investigation,67f3650356b1e991bd6b0b98
,,67f3693656b1e991bd6b15aa,67f3652456b1e991bd6b0f20,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,505,Indoors,Wednesday,Near Market,2020-10-07 00:00:00,19:46,Open,67f3650356b1e991bd6b0b99
,,67f3693656b1e991bd6b15ab,67f3652456b1e991bd6b0f21,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,508,Outdoors,Monday,Near School,2022-08-15 00:00:00,22:46,Open,67f3650356b1e991bd6b0b9a
,,67f3693656b1e991bd6b15ac,67f3652456b1e991bd6b0f22,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,509,Outdoors,Sunday,Residential Area,2024-11-17 00:00:00,19:48,Open,67f3650356b1e991bd6b0b9b
,,67f3693656b1e991bd6b15ad,67f3652456b1e991bd6b0f23,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,511,Outdoors,Tuesday,Residential Area,2021-11-23 00:00:00,5:51,Under Investigation,67f3650356b1e991bd6b0b9c
,,67f3693656b1e991bd6b15ae,67f3652456b1e991bd6b0f24,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,513,Outdoors,Tuesday,Near Market,2025-04-15 00:00:00,17:39,Under Investigation,67f3650356b1e991bd6b0b9d
,,67f3693656b1e991bd6b15af,67f3652456b1e991bd6b0f25,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,514,Indoors,Friday,Residential Area,2025-06-20 00:00:00,2:03,Open,67f3650356b1e991bd6b0b9e
,,67f3693656b1e991bd6b15b0,67f3652456b1e991bd6b0f26,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,515,Outdoors,Saturday,Isolated Area,2021-03-06 00:00:00,15:26,Open,67f3650356b1e991bd6b0b9f
,,67f3693656b1e991bd6b15b1,67f3652456b1e991bd6b0f27,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,517,Outdoors,Thursday,Near School,2021-10-14 00:00:00,21:00,Open,67f3650356b1e991bd6b0ba0
,,67f3693656b1e991bd6b15b2,67f3652456b1e991bd6b0f28,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,518,Outdoors,Sunday,Near Market,2023-05-07 00:00:00,1:50,Closed,67f3650356b1e991bd6b0ba1
,,67f3693656b1e991bd6b15b3,67f3652456b1e991bd6b0f29,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,520,Indoors,Saturday,Near Market,2021-09-18 00:00:00,0:43,Open,67f3650356b1e991bd6b0ba2
